ScenarioID,Iteration,Timestep,TertiaryStratumID,StockGroupID,Amount
128,1,2001,Department of Energy,Atmosphere: CO [Type],0
128,1,2001,Department of Energy,Biomass: Coarse Root [Type],877744.6408480406
128,1,2001,Department of Energy,Biomass: Fine Root [Type],171591.75940304995
128,1,2001,Department of Energy,Biomass: Foliage [Type],358690.9599840641
128,1,2001,Department of Energy,Biomass: Merchantable [Type],2841475.746210362
128,1,2001,Department of Energy,Biomass: Other Wood [Type],1475054.1562110186
128,1,2001,Department of Energy,DOM: Aboveground Fast [Type],261335.18073558807
128,1,2001,Department of Energy,DOM: Aboveground Medium [Type],203303.38998138905
128,1,2001,Department of Energy,DOM: Aboveground Slow [Type],1317485.4099750519
128,1,2001,Department of Energy,DOM: Aboveground Very Fast [Type],79916.62029102445
128,1,2001,Department of Energy,DOM: Belowground Fast [Type],35964.04008641839
128,1,2001,Department of Energy,DOM: Belowground Slow [Type],6155079.443359375
128,1,2001,Department of Energy,DOM: Belowground Very Fast [Type],19915.02004666254
128,1,2001,Department of Energy,DOM: Black Carbon [Type],0
128,1,2001,Department of Energy,DOM: Snag Branch [Type],67354.78001949377
128,1,2001,Department of Energy,DOM: Snag Stem [Type],216141.9896526837
128,1,2001,Department of Energy,Forestry Sector [Type],0
128,1,2001,Department of Energy,Atmosphere [Type],0
128,1,2001,Department of Energy,Black Carbon [Type],0
128,1,2001,Department of Energy,Peat [Type],0
128,1,2001,Department of Energy,Biomass: Aboveground,4675220.8624054445
128,1,2001,Department of Energy,Biomass: Belowground,1049336.4002510905
128,1,2001,Department of Energy,Biomass: Total,5724557.262656535
128,1,2001,Department of Energy,DOM: Aboveground,283496.7696721775
128,1,2001,Department of Energy,DOM: Belowground,8072999.104475509
128,1,2001,Department of Energy,DOM: Total,8356495.874147687
128,1,2001,Department of Energy,Total Ecosystem,14081053.136804223
128,1,2001,Department of Energy,DOM: Deadwood,522764.19973998494
128,1,2001,Department of Energy,DOM: Litter,1658737.2110016644
128,1,2001,Department of Energy,DOM: Soil,6174994.463406038
128,1,2001,Department of Energy,DOM: Standing Deadwood,283496.7696721775
128,1,2001,Department of Energy,DOM: Down Deadwood,239267.43006780744
128,1,2001,Joint,Atmosphere: CH4 [Type],0
128,1,2001,Joint,Atmosphere: CO2 [Type],0
128,1,2001,Joint,Atmosphere: CO [Type],0
128,1,2001,Joint,Biomass: Coarse Root [Type],9036950.470846146
128,1,2001,Joint,Biomass: Fine Root [Type],1848805.8596175164
128,1,2001,Joint,Biomass: Foliage [Type],2400029.7542614862
128,1,2001,Joint,Biomass: Merchantable [Type],27114414.92118687
128,1,2001,Joint,Biomass: Other Wood [Type],13822026.841188222
128,1,2001,Joint,DOM: Aboveground Fast [Type],4041667.289146781
128,1,2001,Joint,DOM: Aboveground Medium [Type],4242171.750611067
128,1,2001,Joint,DOM: Aboveground Slow [Type],23010128.60841751
128,1,2001,Joint,DOM: Aboveground Very Fast [Type],2482529.363577068
128,1,2001,Joint,DOM: Belowground Fast [Type],720067.6496431231
128,1,2001,Joint,DOM: Belowground Slow [Type],83435032.17506409
128,1,2001,Joint,DOM: Belowground Very Fast [Type],422781.6999484552
128,1,2001,Joint,DOM: Black Carbon [Type],0
128,1,2001,Joint,DOM: Snag Branch [Type],709380.9110152302
128,1,2001,Joint,DOM: Snag Stem [Type],2164917.580343981
128,1,2001,Joint,Forestry Sector [Type],0
128,1,2001,Joint,Atmosphere [Type],0
128,1,2001,Joint,Black Carbon [Type],0
128,1,2001,Joint,Peat [Type],0
128,1,2001,Joint,Biomass: Aboveground,43336471.51663658
128,1,2001,Joint,Biomass: Belowground,10885756.330463663
128,1,2001,Joint,Biomass: Total,54222227.84710024
128,1,2001,Joint,DOM: Aboveground,2874298.491359211
128,1,2001,Joint,DOM: Belowground,118354378.5364081
128,1,2001,Joint,DOM: Total,121228677.0277673
128,1,2001,Joint,Total Ecosystem,175450904.87486753
128,1,2001,Joint,DOM: Deadwood,7836537.8916134015
128,1,2001,Joint,DOM: Litter,29534325.26114136
128,1,2001,Joint,DOM: Soil,83857813.87501255
128,1,2001,Joint,DOM: Standing Deadwood,2874298.491359211
128,1,2001,Joint,DOM: Down Deadwood,4962239.40025419
128,1,2001,Local,Atmosphere: CH4 [Type],0
128,1,2001,Local,Atmosphere: CO2 [Type],0
128,1,2001,Local,Atmosphere: CO [Type],0
128,1,2001,Local,Biomass: Coarse Root [Type],19505628.277464956
128,1,2001,Local,Biomass: Fine Root [Type],3297749.135130644
128,1,2001,Local,Biomass: Foliage [Type],5412501.07736811
128,1,2001,Local,Biomass: Merchantable [Type],56334720.18682183
128,1,2001,Local,Biomass: Other Wood [Type],29282583.119492233
128,1,2001,Local,DOM: Aboveground Fast [Type],8808962.111228704
128,1,2001,Local,DOM: Aboveground Medium [Type],9959943.636706471
128,1,2001,Local,DOM: Aboveground Slow [Type],57290126.562309265
128,1,2001,Local,DOM: Aboveground Very Fast [Type],8878198.296372406
128,1,2001,Local,DOM: Belowground Fast [Type],1545145.4656656832
128,1,2001,Local,DOM: Belowground Slow [Type],176537890.59028625
128,1,2001,Local,DOM: Belowground Very Fast [Type],1231234.0794413583
128,1,2001,Local,DOM: Black Carbon [Type],0
128,1,2001,Local,DOM: Snag Branch [Type],1716935.4536331724
128,1,2001,Local,DOM: Snag Stem [Type],4783799.405125332
128,1,2001,Local,Forestry Sector [Type],0
128,1,2001,Local,Atmosphere [Type],0
128,1,2001,Local,Black Carbon [Type],0
128,1,2001,Local,Peat [Type],0
128,1,2001,Local,Biomass: Aboveground,91029804.38368218
128,1,2001,Local,Biomass: Belowground,22803377.4125956
128,1,2001,Local,Biomass: Total,113833181.79627778
128,1,2001,Local,DOM: Aboveground,6500734.8587585045
128,1,2001,Local,DOM: Belowground,264251500.74201015
128,1,2001,Local,DOM: Total,270752235.6007686
128,1,2001,Local,Total Ecosystem,384585417.39704645
128,1,2001,Local,DOM: Deadwood,18005823.96113066
128,1,2001,Local,DOM: Litter,74977286.96991038
128,1,2001,Local,DOM: Soil,177769124.66972762
128,1,2001,Local,DOM: Standing Deadwood,6500734.8587585045
128,1,2001,Local,DOM: Down Deadwood,11505089.102372155
128,1,2001,National Park Service,Atmosphere: CH4 [Type],0
128,1,2001,National Park Service,Atmosphere: CO2 [Type],0
128,1,2001,National Park Service,Atmosphere: CO [Type],0
128,1,2001,National Park Service,Biomass: Coarse Root [Type],50775012.693731256
128,1,2001,National Park Service,Biomass: Fine Root [Type],7169327.072963957
128,1,2001,National Park Service,Biomass: Foliage [Type],18719669.730632566
128,1,2001,National Park Service,Biomass: Merchantable [Type],160476030.48969218
128,1,2001,National Park Service,Biomass: Other Wood [Type],76529623.23997244
128,1,2001,National Park Service,DOM: Aboveground Fast [Type],27577999.724388123
128,1,2001,National Park Service,DOM: Aboveground Medium [Type],30271888.435009122
128,1,2001,National Park Service,DOM: Aboveground Slow [Type],109353863.83666992
128,1,2001,National Park Service,DOM: Aboveground Very Fast [Type],15166134.158672206
128,1,2001,National Park Service,DOM: Belowground Fast [Type],4893804.814864695
128,1,2001,National Park Service,DOM: Belowground Slow [Type],351907936.52801514
128,1,2001,National Park Service,DOM: Belowground Very Fast [Type],3255588.577366993
128,1,2001,National Park Service,DOM: Black Carbon [Type],0
128,1,2001,National Park Service,DOM: Snag Branch [Type],5008747.572071489
128,1,2001,National Park Service,DOM: Snag Stem [Type],21686326.475911174
128,1,2001,National Park Service,Forestry Sector [Type],0
128,1,2001,National Park Service,Atmosphere [Type],0
128,1,2001,National Park Service,Black Carbon [Type],0
128,1,2001,National Park Service,Peat [Type],0
128,1,2001,National Park Service,Biomass: Aboveground,255725323.4602972
128,1,2001,National Park Service,Biomass: Belowground,57944339.76669521
128,1,2001,National Park Service,Biomass: Total,313669663.2269924
128,1,2001,National Park Service,DOM: Aboveground,26695074.047982667
128,1,2001,National Park Service,DOM: Belowground,542427216.0749862
128,1,2001,National Park Service,DOM: Total,569122290.1229686
128,1,2001,National Park Service,Total Ecosystem,882791953.3499612
128,1,2001,National Park Service,DOM: Deadwood,61860767.297856495
128,1,2001,National Park Service,DOM: Litter,152097997.71973026
128,1,2001,National Park Service,DOM: Soil,355163525.10538214
128,1,2001,National Park Service,DOM: Standing Deadwood,26695074.047982667
128,1,2001,National Park Service,DOM: Down Deadwood,35165693.24987382
128,1,2001,Natural Resources Conservation Service,Atmosphere: CH4 [Type],0
128,1,2001,Natural Resources Conservation Service,Atmosphere: CO2 [Type],0
128,1,2001,Natural Resources Conservation Service,Atmosphere: CO [Type],0
128,1,2001,Natural Resources Conservation Service,Biomass: Coarse Root [Type],2387254.021589458
128,1,2001,Natural Resources Conservation Service,Biomass: Fine Root [Type],484612.21860740334
128,1,2001,Natural Resources Conservation Service,Biomass: Foliage [Type],710903.8187276572
128,1,2001,Natural Resources Conservation Service,Biomass: Merchantable [Type],6874674.867964955
128,1,2001,Natural Resources Conservation Service,Biomass: Other Wood [Type],3615713.664319366
128,1,2001,Natural Resources Conservation Service,DOM: Aboveground Fast [Type],1313089.0193343163
128,1,2001,Natural Resources Conservation Service,DOM: Aboveground Medium [Type],1405874.0101069212
128,1,2001,Natural Resources Conservation Service,DOM: Aboveground Slow [Type],6320884.727668762
128,1,2001,Natural Resources Conservation Service,DOM: Aboveground Very Fast [Type],490352.19011195004
128,1,2001,Natural Resources Conservation Service,DOM: Belowground Fast [Type],275829.6891719103
128,1,2001,Natural Resources Conservation Service,DOM: Belowground Slow [Type],23513391.3772583
128,1,2001,Natural Resources Conservation Service,DOM: Belowground Very Fast [Type],80937.51999726519
128,1,2001,Natural Resources Conservation Service,DOM: Black Carbon [Type],0
128,1,2001,Natural Resources Conservation Service,DOM: Snag Branch [Type],163612.8201353764
128,1,2001,Natural Resources Conservation Service,DOM: Snag Stem [Type],518376.48926149926
128,1,2001,Natural Resources Conservation Service,Forestry Sector [Type],0
128,1,2001,Natural Resources Conservation Service,Atmosphere [Type],0
128,1,2001,Natural Resources Conservation Service,Black Carbon [Type],0
128,1,2001,Natural Resources Conservation Service,Peat [Type],0
128,1,2001,Natural Resources Conservation Service,Biomass: Aboveground,11201292.351011978
128,1,2001,Natural Resources Conservation Service,Biomass: Belowground,2871866.2401968613
128,1,2001,Natural Resources Conservation Service,Biomass: Total,14073158.59120884
128,1,2001,Natural Resources Conservation Service,DOM: Aboveground,681989.3093968756
128,1,2001,Natural Resources Conservation Service,DOM: Belowground,33400358.533649426
128,1,2001,Natural Resources Conservation Service,DOM: Total,34082347.8430463
128,1,2001,Natural Resources Conservation Service,Total Ecosystem,48155506.43425514
128,1,2001,Natural Resources Conservation Service,DOM: Deadwood,2363693.008675707
128,1,2001,Natural Resources Conservation Service,DOM: Litter,8124325.9371150285
128,1,2001,Natural Resources Conservation Service,DOM: Soil,23594328.897255566
128,1,2001,Natural Resources Conservation Service,DOM: Standing Deadwood,681989.3093968756
128,1,2001,Natural Resources Conservation Service,DOM: Down Deadwood,1681703.6992788315
128,1,2001,Non-Governmental Organization,Atmosphere: CH4 [Type],0
128,1,2001,Non-Governmental Organization,Atmosphere: CO2 [Type],0
128,1,2001,Non-Governmental Organization,Atmosphere: CO [Type],0
128,1,2001,Non-Governmental Organization,Biomass: Coarse Root [Type],22759281.45848587
128,1,2001,Non-Governmental Organization,Biomass: Fine Root [Type],3920800.117076002
128,1,2001,Non-Governmental Organization,Biomass: Foliage [Type],6997789.1474455595
128,1,2001,Non-Governmental Organization,Biomass: Merchantable [Type],67746541.18592037
128,1,2001,Non-Governmental Organization,Biomass: Other Wood [Type],37629543.230853975
128,1,2001,Non-Governmental Organization,DOM: Aboveground Fast [Type],14249392.502507567
128,1,2001,Non-Governmental Organization,DOM: Aboveground Medium [Type],12881543.147224188
128,1,2001,Non-Governmental Organization,DOM: Aboveground Slow [Type],66929124.91989136
128,1,2001,Non-Governmental Organization,DOM: Aboveground Very Fast [Type],9364516.73517283
128,1,2001,Non-Governmental Organization,DOM: Belowground Fast [Type],2652057.411250472
128,1,2001,Non-Governmental Organization,DOM: Belowground Slow [Type],209102297.85575867
128,1,2001,Non-Governmental Organization,DOM: Belowground Very Fast [Type],1411971.6208681464
128,1,2001,Non-Governmental Organization,DOM: Black Carbon [Type],0
128,1,2001,Non-Governmental Organization,DOM: Snag Branch [Type],2209458.9234894956
128,1,2001,Non-Governmental Organization,DOM: Snag Stem [Type],6785200.752688959
128,1,2001,Non-Governmental Organization,Forestry Sector [Type],0
128,1,2001,Non-Governmental Organization,Atmosphere [Type],0
128,1,2001,Non-Governmental Organization,Black Carbon [Type],0
128,1,2001,Non-Governmental Organization,Peat [Type],0
128,1,2001,Non-Governmental Organization,Biomass: Aboveground,112373873.5642199
128,1,2001,Non-Governmental Organization,Biomass: Belowground,26680081.575561874
128,1,2001,Non-Governmental Organization,Biomass: Total,139053955.13978177
128,1,2001,Non-Governmental Organization,DOM: Aboveground,8994659.676178455
128,1,2001,Non-Governmental Organization,DOM: Belowground,316590904.1926732
128,1,2001,Non-Governmental Organization,DOM: Total,325585563.86885166
128,1,2001,Non-Governmental Organization,Total Ecosystem,464639519.00863343
128,1,2001,Non-Governmental Organization,DOM: Deadwood,24528260.23465311
128,1,2001,Non-Governmental Organization,DOM: Litter,90543034.15757176
128,1,2001,Non-Governmental Organization,DOM: Soil,210514269.4766268
128,1,2001,Non-Governmental Organization,DOM: Standing Deadwood,8994659.676178455
128,1,2001,Non-Governmental Organization,DOM: Down Deadwood,15533600.55847466
128,1,2001,Other Federal,Atmosphere: CH4 [Type],0
128,1,2001,Other Federal,Atmosphere: CO2 [Type],0
128,1,2001,Other Federal,Atmosphere: CO [Type],0
128,1,2001,Other Federal,Biomass: Coarse Root [Type],6500784.446211159
128,1,2001,Other Federal,Biomass: Fine Root [Type],1254649.1757187992
128,1,2001,Other Federal,Biomass: Foliage [Type],1502510.5794947594
128,1,2001,Other Federal,Biomass: Merchantable [Type],18735545.01755087
128,1,2001,Other Federal,Biomass: Other Wood [Type],9546803.782793134
128,1,2001,Other Federal,DOM: Aboveground Fast [Type],3274531.20187521
128,1,2001,Other Federal,DOM: Aboveground Medium [Type],3539599.3091642857
128,1,2001,Other Federal,DOM: Aboveground Slow [Type],17012935.305166245
128,1,2001,Other Federal,DOM: Aboveground Very Fast [Type],1355084.9493335932
128,1,2001,Other Federal,DOM: Belowground Fast [Type],662163.8087674975
128,1,2001,Other Federal,DOM: Belowground Slow [Type],61431186.322021484
128,1,2001,Other Federal,DOM: Belowground Very Fast [Type],237255.62970349565
128,1,2001,Other Federal,DOM: Black Carbon [Type],0
128,1,2001,Other Federal,DOM: Snag Branch [Type],457580.66091683647
128,1,2001,Other Federal,DOM: Snag Stem [Type],1455887.2889608785
128,1,2001,Other Federal,Forestry Sector [Type],0
128,1,2001,Other Federal,Atmosphere [Type],0
128,1,2001,Other Federal,Black Carbon [Type],0
128,1,2001,Other Federal,Peat [Type],0
128,1,2001,Other Federal,Biomass: Aboveground,29784859.379838765
128,1,2001,Other Federal,Biomass: Belowground,7755433.621929958
128,1,2001,Other Federal,Biomass: Total,37540293.00176872
128,1,2001,Other Federal,DOM: Aboveground,1913467.949877715
128,1,2001,Other Federal,DOM: Belowground,87512756.5260318
128,1,2001,Other Federal,DOM: Total,89426224.47590953
128,1,2001,Other Federal,Total Ecosystem,126966517.47767825
128,1,2001,Other Federal,DOM: Deadwood,6115231.067809498
128,1,2001,Other Federal,DOM: Litter,21642551.456375048
128,1,2001,Other Federal,DOM: Soil,61668441.95172498
128,1,2001,Other Federal,DOM: Standing Deadwood,1913467.949877715
128,1,2001,Other Federal,DOM: Down Deadwood,4201763.117931783
128,1,2001,Private,Atmosphere: CH4 [Type],0
128,1,2001,Private,Atmosphere: CO2 [Type],0
128,1,2001,Private,Atmosphere: CO [Type],0
128,1,2001,Private,Biomass: Coarse Root [Type],5168172.186400043
128,1,2001,Private,Biomass: Fine Root [Type],985696.4976293966
128,1,2001,Private,Biomass: Foliage [Type],1520354.7802504152
128,1,2001,Private,Biomass: Merchantable [Type],15461742.392309912
128,1,2001,Private,Biomass: Other Wood [Type],8568405.505473912
128,1,2001,Private,DOM: Aboveground Fast [Type],2137465.747192502
128,1,2001,Private,DOM: Aboveground Medium [Type],2086262.944751978
128,1,2001,Private,DOM: Aboveground Slow [Type],12462772.675418854
128,1,2001,Private,DOM: Aboveground Very Fast [Type],1351227.4706672877
128,1,2001,Private,DOM: Belowground Fast [Type],355363.52917701006
128,1,2001,Private,DOM: Belowground Slow [Type],44387825.43678284
128,1,2001,Private,DOM: Belowground Very Fast [Type],241555.89979470242
128,1,2001,Private,DOM: Black Carbon [Type],0
128,1,2001,Private,DOM: Snag Branch [Type],445643.1005938677
128,1,2001,Private,DOM: Snag Stem [Type],1221213.3615345345
128,1,2001,Private,Forestry Sector [Type],0
128,1,2001,Private,Atmosphere [Type],0
128,1,2001,Private,Black Carbon [Type],0
128,1,2001,Private,Peat [Type],0
128,1,2001,Private,Biomass: Aboveground,25550502.67803424
128,1,2001,Private,Biomass: Belowground,6153868.6840294395
128,1,2001,Private,Biomass: Total,31704371.36206368
128,1,2001,Private,DOM: Aboveground,1666856.4621284022
128,1,2001,Private,DOM: Belowground,63022473.70378517
128,1,2001,Private,DOM: Total,64689330.165913574
128,1,2001,Private,Total Ecosystem,96393701.52797726
128,1,2001,Private,DOM: Deadwood,4108482.93605739
128,1,2001,Private,DOM: Litter,15951465.893278643
128,1,2001,Private,DOM: Soil,44629381.33657754
128,1,2001,Private,DOM: Standing Deadwood,1666856.4621284022
128,1,2001,Private,DOM: Down Deadwood,2441626.473928988
128,1,2001,Regional,Atmosphere: CH4 [Type],0
128,1,2001,Regional,Atmosphere: CO2 [Type],0
128,1,2001,Regional,Atmosphere: CO [Type],0
128,1,2001,Regional,Biomass: Coarse Root [Type],4799299.939276278
128,1,2001,Regional,Biomass: Fine Root [Type],939007.0699360222
128,1,2001,Regional,Biomass: Foliage [Type],1779270.365344081
128,1,2001,Regional,Biomass: Merchantable [Type],14814735.96296155
128,1,2001,Regional,Biomass: Other Wood [Type],7937675.555115938
128,1,2001,Regional,DOM: Aboveground Fast [Type],1769592.4577593803
128,1,2001,Regional,DOM: Aboveground Medium [Type],1673972.9719311
128,1,2001,Regional,DOM: Aboveground Slow [Type],9854681.607294083
128,1,2001,Regional,DOM: Aboveground Very Fast [Type],779618.6600212008
128,1,2001,Regional,DOM: Belowground Fast [Type],316263.62934559584
128,1,2001,Regional,DOM: Belowground Slow [Type],39969220.78361511
128,1,2001,Regional,DOM: Belowground Very Fast [Type],97895.97006158438
128,1,2001,Regional,DOM: Black Carbon [Type],0
128,1,2001,Regional,DOM: Snag Branch [Type],382805.4404139286
128,1,2001,Regional,DOM: Snag Stem [Type],1171995.2499949671
128,1,2001,Regional,Forestry Sector [Type],0
128,1,2001,Regional,Atmosphere [Type],0
128,1,2001,Regional,Black Carbon [Type],0
128,1,2001,Regional,Peat [Type],0
128,1,2001,Regional,Biomass: Aboveground,24531681.88342157
128,1,2001,Regional,Biomass: Belowground,5738307.0092123
128,1,2001,Regional,Biomass: Total,30269988.89263387
128,1,2001,Regional,DOM: Aboveground,1554800.6904088957
128,1,2001,Regional,DOM: Belowground,54461246.08002806
128,1,2001,Regional,DOM: Total,56016046.77043696
128,1,2001,Regional,Total Ecosystem,86286035.66307081
128,1,2001,Regional,DOM: Deadwood,3545037.2916855915
128,1,2001,Regional,DOM: Litter,12403892.725074664
128,1,2001,Regional,DOM: Soil,40067116.7536767
128,1,2001,Regional,DOM: Standing Deadwood,1554800.6904088957
128,1,2001,Regional,DOM: Down Deadwood,1990236.6012766957
128,1,2001,State,Atmosphere: CH4 [Type],0
128,1,2001,State,Atmosphere: CO2 [Type],0
128,1,2001,State,Atmosphere: CO [Type],0
128,1,2001,State,Biomass: Coarse Root [Type],195905151.78264827
128,1,2001,State,Biomass: Fine Root [Type],31563170.68229383
128,1,2001,State,Biomass: Foliage [Type],61379768.87810975
128,1,2001,State,Biomass: Merchantable [Type],586921590.8192046
128,1,2001,State,Biomass: Other Wood [Type],308325094.2088895
128,1,2001,State,DOM: Aboveground Fast [Type],101426253.30965817
128,1,2001,State,DOM: Aboveground Medium [Type],103052525.80339909
128,1,2001,State,DOM: Aboveground Slow [Type],545471276.2181759
128,1,2001,State,DOM: Aboveground Very Fast [Type],85155002.4532523
