ScenarioID,Iteration,Timestep,FlowGroupID,TransitionTypeID,Amount
128,1,2005,Net Biome Productivity,Fire: Low Severity,-703498.370649119
128,1,2005,Net Biome Productivity,Forest Harvest: Forest Clearcut,-36267711.38868001
128,1,2005,Net Biome Productivity,Forest Harvest: Forest Selection,-1999664.1267469802
128,1,2005,Net Biome Productivity,Ag Expansion: Pasture,-1120134.8112488044
128,1,2005,Net Biome Productivity,Ag Expansion: Cropland,-669745.0083988372
128,1,2006,LULC: Harvest [Type],Urbanization: Open,713197.346363646
128,1,2006,LULC: Harvest [Type],Urbanization: Low,448828.6846988607
128,1,2006,LULC: Harvest [Type],Urbanization: Medium,288217.4697706871
128,1,2006,LULC: Harvest [Type],Urbanization: High,122546.23515581092
128,1,2006,LULC: Harvest [Type],Forest Harvest: Forest Clearcut,33192646.726259366
128,1,2006,LULC: Harvest [Type],Forest Harvest: Forest Selection,2155155.994172626
128,1,2006,LULC: Harvest [Type],Ag Expansion: Pasture,417882.2192876499
128,1,2006,LULC: Harvest [Type],Ag Expansion: Cropland,319418.3783329067
128,1,2006,LULC: Emission [Type],Urbanization: Open,1873746.0470918217
128,1,2006,LULC: Emission [Type],Urbanization: Low,1236931.9258654108
128,1,2006,LULC: Emission [Type],Urbanization: Medium,793377.0870476805
128,1,2006,LULC: Emission [Type],Urbanization: High,307843.2111148284
128,1,2006,LULC: Emission [Type],Fire: High Severity,695741.4869114442
128,1,2006,LULC: Emission [Type],Fire: Medium Severity,429168.9080498588
128,1,2006,LULC: Emission [Type],Fire: Low Severity,653159.5562219736
128,1,2006,LULC: Emission [Type],Ag Expansion: Pasture,440912.0328793095
128,1,2006,LULC: Emission [Type],Ag Expansion: Cropland,384476.6383991326
128,1,2006,LULC: Transfer [Type],Fire: High Severity,965311.2956527829
128,1,2006,LULC: Transfer [Type],Fire: Medium Severity,351964.307987519
128,1,2006,LULC: Transfer [Type],Fire: Low Severity,352701.2687681676
128,1,2006,LULC: Transfer [Type],Forest Harvest: Forest Clearcut,4069020.2055126135
128,1,2006,LULC: Mortality [Type],Fire: High Severity,983229.9444991959
128,1,2006,LULC: Mortality [Type],Fire: Medium Severity,628925.1266443254
128,1,2006,LULC: Mortality [Type],Fire: Low Severity,1049653.6737640256
128,1,2006,LULC: Mortality [Type],Insect: High Severity,10002830.41847431
128,1,2006,LULC: Mortality [Type],Insect: Medium Severity,3838579.0292092683
128,1,2006,LULC: Mortality [Type],Insect: Low Severity,11052977.094419423
128,1,2006,LULC: Mortality [Type],Forest Harvest: Forest Clearcut,34320412.20415726
128,1,2006,LULC: Mortality [Type],Forest Harvest: Forest Selection,2150259.8629514147
128,1,2006,LULC: Mortality [Type],Ag Expansion: Pasture,204024.98736059555
128,1,2006,LULC: Mortality [Type],Ag Expansion: Cropland,178749.87186115768
128,1,2006,Net Biome Productivity,Urbanization: Open,-2586943.3934554677
128,1,2006,Net Biome Productivity,Urbanization: Low,-1685760.6105642715
128,1,2006,Net Biome Productivity,Urbanization: Medium,-1081594.5568183677
128,1,2006,Net Biome Productivity,Urbanization: High,-430389.4462706393
128,1,2006,Net Biome Productivity,Fire: High Severity,-695741.4869114442
128,1,2006,Net Biome Productivity,Fire: Medium Severity,-429168.9080498588
128,1,2006,Net Biome Productivity,Fire: Low Severity,-653159.5562219736
128,1,2006,Net Biome Productivity,Forest Harvest: Forest Clearcut,-33192646.726259366
128,1,2006,Net Biome Productivity,Forest Harvest: Forest Selection,-2155155.994172626
128,1,2006,Net Biome Productivity,Ag Expansion: Pasture,-858794.2521669593
128,1,2006,Net Biome Productivity,Ag Expansion: Cropland,-703895.0167320393
128,1,2007,LULC: Harvest [Type],Urbanization: Open,498237.0021597819
128,1,2007,LULC: Harvest [Type],Urbanization: Low,377984.3295104017
128,1,2007,LULC: Harvest [Type],Urbanization: Medium,211636.4499731861
128,1,2007,LULC: Harvest [Type],Urbanization: High,60893.513000444735
128,1,2007,LULC: Harvest [Type],Forest Harvest: Forest Clearcut,35655444.97303247
128,1,2007,LULC: Harvest [Type],Forest Harvest: Forest Selection,2202131.7613879093
128,1,2007,LULC: Harvest [Type],Ag Expansion: Pasture,230303.97127309124
128,1,2007,LULC: Harvest [Type],Ag Expansion: Cropland,170958.40758315744
128,1,2007,LULC: Emission [Type],Urbanization: Open,1413344.6305291431
128,1,2007,LULC: Emission [Type],Urbanization: Low,1111321.6842035558
128,1,2007,LULC: Emission [Type],Urbanization: Medium,622131.8515060829
128,1,2007,LULC: Emission [Type],Urbanization: High,148300.86582165188
128,1,2007,LULC: Emission [Type],Fire: High Severity,3550043.231654774
128,1,2007,LULC: Emission [Type],Fire: Medium Severity,1885654.1299476582
128,1,2007,LULC: Emission [Type],Fire: Low Severity,2554746.5948051587
128,1,2007,LULC: Emission [Type],Ag Expansion: Pasture,280893.21915234986
128,1,2007,LULC: Emission [Type],Ag Expansion: Cropland,244212.42266737262
128,1,2007,LULC: Transfer [Type],Fire: High Severity,5937409.088379411
128,1,2007,LULC: Transfer [Type],Fire: Medium Severity,1834302.757200134
128,1,2007,LULC: Transfer [Type],Fire: Low Severity,1599615.5765397092
128,1,2007,LULC: Transfer [Type],Forest Harvest: Forest Clearcut,4134036.0148079763
128,1,2007,LULC: Mortality [Type],Fire: High Severity,6443531.12020906
128,1,2007,LULC: Mortality [Type],Fire: Medium Severity,3535882.9780464214
128,1,2007,LULC: Mortality [Type],Fire: Low Severity,5123135.938559759
128,1,2007,LULC: Mortality [Type],Insect: High Severity,3550972.849392748
128,1,2007,LULC: Mortality [Type],Insect: Medium Severity,4936672.207566368
128,1,2007,LULC: Mortality [Type],Insect: Low Severity,6476866.00366404
128,1,2007,LULC: Mortality [Type],Forest Harvest: Forest Clearcut,36040936.435750924
128,1,2007,LULC: Mortality [Type],Forest Harvest: Forest Selection,2207403.616811011
128,1,2007,LULC: Mortality [Type],Ag Expansion: Pasture,131352.64628485654
128,1,2007,LULC: Mortality [Type],Ag Expansion: Cropland,109700.77693618018
128,1,2007,Net Biome Productivity,Urbanization: Open,-1911581.6326889251
128,1,2007,Net Biome Productivity,Urbanization: Low,-1489306.0137139575
128,1,2007,Net Biome Productivity,Urbanization: Medium,-833768.301479269
128,1,2007,Net Biome Productivity,Urbanization: High,-209194.37882209662
128,1,2007,Net Biome Productivity,Fire: High Severity,-3550043.231654774
128,1,2007,Net Biome Productivity,Fire: Medium Severity,-1885654.1299476582
128,1,2007,Net Biome Productivity,Fire: Low Severity,-2554746.5948051587
128,1,2007,Net Biome Productivity,Forest Harvest: Forest Clearcut,-35655444.97303247
128,1,2007,Net Biome Productivity,Forest Harvest: Forest Selection,-2202131.7613879093
128,1,2007,Net Biome Productivity,Ag Expansion: Pasture,-511197.1904254411
128,1,2007,Net Biome Productivity,Ag Expansion: Cropland,-415170.8302505301
128,1,2008,LULC: Harvest [Type],Urbanization: Open,572997.9705675765
128,1,2008,LULC: Harvest [Type],Urbanization: Low,402799.6470949075
128,1,2008,LULC: Harvest [Type],Urbanization: Medium,226929.94750497048
128,1,2008,LULC: Harvest [Type],Urbanization: High,45112.53575616887
128,1,2008,LULC: Harvest [Type],Forest Harvest: Forest Clearcut,81122153.5667208
128,1,2008,LULC: Harvest [Type],Forest Harvest: Forest Selection,2387483.9101168565
128,1,2008,LULC: Harvest [Type],Ag Expansion: Pasture,251444.4524595616
128,1,2008,LULC: Harvest [Type],Ag Expansion: Cropland,179147.52136616086
128,1,2008,LULC: Emission [Type],Urbanization: Open,1547756.8685911598
128,1,2008,LULC: Emission [Type],Urbanization: Low,1087632.30982881
128,1,2008,LULC: Emission [Type],Urbanization: Medium,640465.057223355
128,1,2008,LULC: Emission [Type],Urbanization: High,135375.0179342905
128,1,2008,LULC: Emission [Type],Fire: High Severity,690516.5402875495
128,1,2008,LULC: Emission [Type],Fire: Medium Severity,368568.08993037936
128,1,2008,LULC: Emission [Type],Fire: Low Severity,490864.7372094095
128,1,2008,LULC: Emission [Type],Ag Expansion: Pasture,321446.41798085795
128,1,2008,LULC: Emission [Type],Ag Expansion: Cropland,264532.7124821863
128,1,2008,LULC: Transfer [Type],Fire: High Severity,1106237.048912495
128,1,2008,LULC: Transfer [Type],Fire: Medium Severity,369516.0045887951
128,1,2008,LULC: Transfer [Type],Fire: Low Severity,275268.94835407427
128,1,2008,LULC: Transfer [Type],Forest Harvest: Forest Clearcut,9170296.062103512
128,1,2008,LULC: Mortality [Type],Fire: High Severity,1269709.0539052077
128,1,2008,LULC: Mortality [Type],Fire: Medium Severity,741032.6279301018
128,1,2008,LULC: Mortality [Type],Fire: Low Severity,982993.3685947269
128,1,2008,LULC: Mortality [Type],Insect: High Severity,8833780.562264102
128,1,2008,LULC: Mortality [Type],Insect: Medium Severity,7697886.3261273885
128,1,2008,LULC: Mortality [Type],Insect: Low Severity,7097485.54860322
128,1,2008,LULC: Mortality [Type],Forest Harvest: Forest Clearcut,79546685.90589
128,1,2008,LULC: Mortality [Type],Forest Harvest: Forest Selection,2384574.2570409086
128,1,2008,LULC: Mortality [Type],Ag Expansion: Pasture,149666.74300386079
128,1,2008,LULC: Mortality [Type],Ag Expansion: Cropland,119928.28776444252
128,1,2008,Net Biome Productivity,Urbanization: Open,-2120754.839158736
128,1,2008,Net Biome Productivity,Urbanization: Low,-1490431.9569237174
128,1,2008,Net Biome Productivity,Urbanization: Medium,-867395.0047283255
128,1,2008,Net Biome Productivity,Urbanization: High,-180487.55369045938
128,1,2008,Net Biome Productivity,Fire: High Severity,-690516.5402875495
128,1,2008,Net Biome Productivity,Fire: Medium Severity,-368568.08993037936
128,1,2008,Net Biome Productivity,Fire: Low Severity,-490864.7372094095
128,1,2008,Net Biome Productivity,Forest Harvest: Forest Clearcut,-81122153.5667208
128,1,2008,Net Biome Productivity,Forest Harvest: Forest Selection,-2387483.9101168565
128,1,2008,Net Biome Productivity,Ag Expansion: Pasture,-572890.8704404196
128,1,2008,Net Biome Productivity,Ag Expansion: Cropland,-443680.23384834715
128,1,2009,LULC: Harvest [Type],Urbanization: Open,552296.8342412174
128,1,2009,LULC: Harvest [Type],Urbanization: Low,377736.6539533041
128,1,2009,LULC: Harvest [Type],Urbanization: Medium,215132.09656573174
128,1,2009,LULC: Harvest [Type],Urbanization: High,60346.77832594601
128,1,2009,LULC: Harvest [Type],Forest Harvest: Forest Clearcut,71689306.75840116
