ScenarioID,Iteration,Timestep,TransitionGroupID,Amount
128,1,2006,Urbanization: High [Type],13100
128,1,2006,Intensification: Open to Low [Type],2600
128,1,2006,Intensification: Open to Medium [Type],6500
128,1,2006,Intensification: Open to High [Type],800
128,1,2006,Intensification: Low to Medium [Type],11700
128,1,2006,Intensification: Low to High [Type],8200
128,1,2006,Intensification: Medium to High [Type],3800
128,1,2006,Fire: High Severity [Type],43200
128,1,2006,Fire: Medium Severity [Type],67000
128,1,2006,Fire: Low Severity [Type],225100
128,1,2006,Insect: High Severity [Type],603500
128,1,2006,Insect: Medium Severity [Type],502100
128,1,2006,Insect: Low Severity [Type],3236800
128,1,2006,Forest Harvest: Forest Clearcut [Type],967500
128,1,2006,Forest Harvest: Forest Selection [Type],89900
128,1,2006,Ag Expansion: Pasture [Type],29800
128,1,2006,Ag Expansion: Cropland [Type],182700
128,1,2006,Ag Expansion,212500
128,1,2006,Ag Contraction,330300
128,1,2006,Urbanization,207400
128,1,2006,Intensification,33600
128,1,2006,Fire,335300
128,1,2006,Insect,4342400
128,1,2006,Forest Harvest,1057400
128,1,2006,Ag Contraction: Alder/Maple Group [Type],10400
128,1,2006,Ag Contraction: Aspen/Birch Group [Type],9100
128,1,2006,Ag Contraction: California Mixed Conifer Group [Type],8800
128,1,2006,Ag Contraction: Douglas-fir Group [Type],9300
128,1,2006,Ag Contraction: Elm/Ash/Cottonwood Group [Type],9100
128,1,2006,Ag Contraction: Exotic Hardwoods Group [Type],8000
128,1,2006,Ag Contraction: Exotic Softwoods Group [Type],8400
128,1,2006,Ag Contraction: Fir/Spruce/Mountain Hemlock Group [Type],9600
128,1,2006,Ag Contraction: Hemlock/Sitka Spruce Group [Type],8200
128,1,2006,Ag Contraction: Loblolly/Shortleaf Pine Group [Type],16200
128,1,2006,Ag Contraction: Lodgepole Pine Group [Type],8300
128,1,2006,Ag Contraction: Longleaf/Slash Pine Group [Type],11800
128,1,2006,Ag Contraction: Maple/Beech/Birch Group [Type],8800
128,1,2006,Ag Contraction: Oak/Gum/Cypress Group [Type],11400
128,1,2006,Ag Contraction: Oak/Hickory Group [Type],20900
128,1,2006,Ag Contraction: Oak/Pine Group [Type],11600
128,1,2006,Ag Contraction: Other Western Hardwoods Group [Type],9100
128,1,2006,Ag Contraction: Other Western Softwood Group [Type],8400
128,1,2006,Ag Contraction: Pinyon/Juniper Group [Type],10000
128,1,2006,Ag Contraction: Ponderosa Pine Group [Type],9500
128,1,2006,Ag Contraction: Redwood Group [Type],9700
128,1,2006,Ag Contraction: Spruce/Fir Group [Type],9900
128,1,2006,Ag Contraction: Tanoak/Laurel Group [Type],9600
128,1,2006,Ag Contraction: Tropical Hardwoods Group [Type],9400
128,1,2006,Ag Contraction: Western Larch Group [Type],10900
128,1,2006,Ag Contraction: Western Oak Group [Type],7900
128,1,2006,Ag Contraction: Western White Pine Group [Type],9900
128,1,2006,Ag Contraction: White/Red/Jack Pine Group [Type],8600
128,1,2006,Ag Contraction: Grassland [Type],14800
128,1,2006,Ag Contraction: Shrubland [Type],11100
128,1,2006,Ag Contraction: Wetland Herbaceous [Type],12300
128,1,2006,Ag Contraction: Wetland Woody [Type],9300
128,1,2006,Ag Contraction: Cropland,330300
128,1,2006,Ag Contraction: Pasture,330300
128,1,2006,Succession Post Fire: Alder/Maple Group [Type],700
128,1,2006,Succession Post Fire: Aspen/Birch Group [Type],900
128,1,2006,Succession Post Fire: California Mixed Conifer Group [Type],2500
128,1,2006,Succession Post Fire: Douglas-fir Group [Type],2900
128,1,2006,Succession Post Fire: Elm/Ash/Cottonwood Group [Type],800
128,1,2006,Succession Post Fire: Exotic Hardwoods Group [Type],800
128,1,2006,Succession Post Fire: Exotic Softwoods Group [Type],1300
128,1,2006,Succession Post Fire: Fir/Spruce/Mountain Hemlock Group [Type],2600
128,1,2006,Succession Post Fire: Hemlock/Sitka Spruce Group [Type],900
128,1,2006,Succession Post Fire: Loblolly/Shortleaf Pine Group [Type],1100
128,1,2006,Succession Post Fire: Lodgepole Pine Group [Type],1900
128,1,2006,Succession Post Fire: Longleaf/Slash Pine Group [Type],1200
128,1,2006,Succession Post Fire: Maple/Beech/Birch Group [Type],1100
128,1,2006,Succession Post Fire: Oak/Gum/Cypress Group [Type],1400
128,1,2006,Succession Post Fire: Oak/Hickory Group [Type],1300
128,1,2006,Succession Post Fire: Oak/Pine Group [Type],1200
128,1,2006,Succession Post Fire: Other Western Hardwoods Group [Type],900
128,1,2006,Succession Post Fire: Other Western Softwood Group [Type],1200
128,1,2006,Succession Post Fire: Pinyon/Juniper Group [Type],1400
128,1,2006,Succession Post Fire: Ponderosa Pine Group [Type],2300
128,1,2006,Succession Post Fire: Redwood Group [Type],1100
128,1,2006,Succession Post Fire: Spruce/Fir Group [Type],1400
128,1,2006,Succession Post Fire: Tanoak/Laurel Group [Type],100
128,1,2006,Succession Post Fire: Tropical Hardwoods Group [Type],1100
128,1,2006,Succession Post Fire: Western Larch Group [Type],700
128,1,2006,Succession Post Fire: Western Oak Group [Type],1700
128,1,2006,Succession Post Fire: Western White Pine Group [Type],1600
128,1,2006,Succession Post Fire: White/Red/Jack Pine Group [Type],700
128,1,2006,Succession: Post Fire Recovery,36800
128,1,2007,Urbanization: Open [Type],75200
128,1,2007,Urbanization: Low [Type],58200
128,1,2007,Urbanization: Medium [Type],35700
128,1,2007,Urbanization: High [Type],10200
128,1,2007,Intensification: Open to Low [Type],4800
128,1,2007,Intensification: Open to Medium [Type],12700
128,1,2007,Intensification: Open to High [Type],1200
128,1,2007,Intensification: Low to Medium [Type],1800
128,1,2007,Intensification: Low to High [Type],1200
128,1,2007,Intensification: Medium to High [Type],100
